generation,count,mean,std,min,25%,50%,75%,max
1,200,247.5300,11.5957,218.0,239.75,249.0,255.25,277.0
2,201,248.9254,13.3525,226.0,241.0,249.0,256.0,349.0
3,201,249.8955,13.3039,226.0,243.0,249.0,257.0,349.0
4,201,250.8905,13.1684,228.0,243.0,249.0,258.0,349.0
5,202,251.7525,13.1103,229.0,244.0,250.0,258.0,349.0
6,202,252.7624,13.2294,229.0,244.25,254.0,259.0,349.0
7,202,253.7079,13.5297,231.0,245.0,254.0,262.0,349.0
8,202,254.7178,13.1681,231.0,245.25,254.0,262.0,349.0
9,202,255.5990,12.6944,233.0,247.0,255.0,262.75,349.0
10,202,256.4307,12.3332,233.0,249.0,255.0,263.0,349.0
11,203,257.2463,12.2417,233.0,249.0,256.0,263.0,349.0
12,203,258.0739,11.9992,238.0,250.5,257.0,264.0,349.0
13,203,258.9212,11.7942,239.0,252.5,257.0,264.0,349.0
14,203,259.8374,11.7287,239.0,254.0,258.0,265.0,349.0
15,203,260.7635,11.7597,241.0,254.0,260.0,265.0,349.0
16,203,261.5567,11.5776,244.0,254.0,261.0,265.0,349.0
17,204,262.1814,11.7243,241.0,255.0,261.0,267.0,349.0
18,204,263.0980,11.6289,244.0,255.0,262.0,267.0,349.0
19,204,263.9510,11.6102,244.0,255.0,262.0,268.25,349.0
20,205,264.6341,11.7042,239.0,255.0,263.0,269.0,349.0
21,205,265.5122,11.9720,241.0,257.0,263.0,269.0,349.0
22,205,266.3659,12.4478,248.0,258.0,263.0,272.0,349.0
23,206,267.2476,13.1402,254.0,258.0,263.5,272.0,349.0
24,206,267.9563,13.4532,254.0,259.0,264.0,274.0,349.0
25,206,268.6602,13.8328,254.0,260.0,264.0,275.0,349.0
26,206,269.4417,14.0998,254.0,261.0,265.0,276.75,349.0
27,206,270.0825,14.4309,255.0,261.0,265.0,276.75,349.0
28,206,270.9369,14.9098,255.0,261.0,265.0,278.0,349.0
29,206,271.6650,15.2712,255.0,261.0,265.0,280.0,349.0
30,206,272.3981,15.7144,255.0,261.25,268.0,280.0,349.0
31,206,273.1748,16.1710,255.0,262.0,268.0,281.0,349.0
32,206,273.9078,16.2576,255.0,262.0,271.0,283.0,349.0
33,206,274.5777,16.4198,255.0,262.0,272.0,283.0,349.0
34,206,275.5680,16.9427,255.0,262.0,272.0,284.0,349.0
35,206,276.4175,17.2906,255.0,262.25,272.0,285.0,349.0
36,206,277.1699,17.3277,255.0,263.0,272.0,286.5,349.0
37,206,277.9563,17.5144,255.0,263.0,273.0,287.0,349.0
38,206,278.9223,17.6556,256.0,263.0,274.5,292.0,349.0
39,206,279.7767,17.7401,256.0,265.0,275.0,294.75,349.0
40,206,280.5728,17.5555,259.0,265.0,276.0,295.0,349.0
41,208,281.3317,17.5791,259.0,265.0,276.0,295.0,349.0
42,209,282.0383,17.6776,257.0,265.0,276.0,298.0,349.0
43,209,282.8134,17.6229,262.0,268.0,277.0,300.0,349.0
44,209,283.5215,17.7092,262.0,269.0,277.0,305.0,349.0
45,210,284.1667,17.8965,262.0,269.0,279.5,305.0,349.0
46,210,285.0952,17.9710,262.0,269.25,282.0,305.0,349.0
47,210,286.1714,17.7742,262.0,270.0,283.0,305.0,349.0
48,210,286.9857,17.8426,262.0,270.0,285.0,307.5,349.0
49,210,287.8048,17.7606,262.0,270.0,287.0,308.0,349.0
50,212,288.4575,18.1642,250.0,270.0,287.5,308.0,349.0
51,214,288.8832,18.3764,250.0,271.0,289.0,309.0,349.0
52,214,289.6495,18.3140,254.0,272.0,290.0,310.0,349.0
53,214,290.4486,18.1378,258.0,272.0,291.0,310.0,349.0
54,214,291.3131,17.8399,264.0,272.0,291.5,310.0,349.0
55,214,292.1215,17.7564,264.0,273.0,293.0,310.0,349.0
56,214,293.0140,17.6285,264.0,275.0,295.0,310.0,349.0
57,214,293.9439,17.5816,264.0,276.0,298.0,310.0,349.0
58,214,294.7804,17.3636,264.0,277.0,299.5,310.0,349.0
59,214,295.6402,17.3006,264.0,280.0,300.0,310.0,349.0
60,214,296.3645,17.0742,265.0,281.25,301.0,310.0,349.0
61,214,297.2804,16.7053,265.0,283.25,301.0,310.0,349.0
62,214,298.0374,16.5427,267.0,285.0,302.0,310.0,349.0
63,214,298.8551,16.2917,268.0,285.0,307.5,312.0,349.0
