generation,count,mean,std,min,25%,50%,75%,max
1,67,-29116.4776,1405.6741,-33020.0,-30112.0,-28932.0,-28220.0,-25192.0
2,67,-28990.0896,1432.1780,-33020.0,-30062.0,-28804.0,-28148.0,-25192.0
3,67,-28865.9701,1397.5708,-32336.0,-30020.0,-28692.0,-28148.0,-25192.0
4,68,-28721.6471,1496.9082,-32336.0,-29659.0,-28652.0,-28130.0,-23828.0
5,68,-28612.2353,1519.5055,-32336.0,-29489.0,-28564.0,-27993.0,-23828.0
6,68,-28527.1176,1536.9630,-32336.0,-29318.0,-28558.0,-27474.0,-23828.0
7,68,-28417.7647,1534.6193,-32336.0,-29123.0,-28538.0,-27474.0,-23828.0
8,68,-28295.8235,1518.2240,-31844.0,-29018.0,-28502.0,-27471.0,-23828.0
9,68,-28176.5882,1497.4740,-31844.0,-29001.0,-28494.0,-27319.0,-23828.0
10,68,-28059.2353,1489.7913,-31844.0,-28900.0,-28432.0,-27204.0,-23828.0
11,68,-27970.1176,1471.1864,-31844.0,-28804.0,-28292.0,-26930.0,-23828.0
12,68,-27894.3529,1425.2373,-31844.0,-28745.0,-28264.0,-26850.0,-23828.0
13,68,-27809.0000,1407.0554,-31844.0,-28688.0,-28258.0,-26770.0,-23828.0
14,68,-27706.8235,1394.7494,-31844.0,-28624.0,-28258.0,-26770.0,-23828.0
15,68,-27624.4118,1381.8876,-31844.0,-28562.0,-28040.0,-26736.0,-23828.0
16,68,-27517.6471,1347.0775,-31280.0,-28542.0,-27828.0,-26576.0,-23828.0
17,68,-27412.5882,1328.7549,-31280.0,-28462.0,-27300.0,-26507.0,-23828.0
18,68,-27342.2353,1333.1293,-31280.0,-28364.0,-27264.0,-26457.0,-23828.0
19,68,-27208.7647,1299.5340,-31280.0,-28196.0,-27178.0,-26376.0,-23828.0
20,68,-27137.8824,1312.0301,-31280.0,-28190.0,-27150.0,-26194.0,-23828.0
21,68,-27058.5882,1311.3684,-31280.0,-28008.0,-27150.0,-26194.0,-23828.0
22,68,-27002.3529,1286.1272,-31016.0,-28008.0,-27084.0,-26151.0,-23828.0
23,68,-26906.0000,1238.1069,-30220.0,-27745.0,-27030.0,-26119.0,-23828.0
24,68,-26825.4706,1236.8623,-30088.0,-27407.0,-26974.0,-26119.0,-23828.0
25,68,-26683.3529,1203.2856,-29312.0,-27386.0,-26834.0,-25796.0,-23584.0
26,68,-26567.9412,1198.5114,-28736.0,-27266.0,-26758.0,-25744.0,-23584.0
27,68,-26484.7647,1201.3436,-28736.0,-27242.0,-26590.0,-25726.0,-23584.0
28,68,-26383.2353,1252.1811,-28524.0,-27242.0,-26518.0,-25412.0,-23584.0
29,68,-26278.0000,1255.4615,-28524.0,-27192.0,-26264.0,-25412.0,-23584.0
30,68,-26186.4118,1236.4187,-28524.0,-27041.0,-26166.0,-25412.0,-22992.0
31,68,-26104.1765,1235.7687,-28332.0,-27036.0,-26042.0,-25363.0,-22992.0
32,68,-26002.1765,1189.1426,-28256.0,-26907.0,-25940.0,-25281.0,-22992.0
33,68,-25887.5294,1128.0408,-28060.0,-26783.0,-25768.0,-25207.0,-22992.0
34,68,-25810.9412,1115.8051,-28060.0,-26716.0,-25708.0,-25192.0,-22992.0
35,68,-25713.0000,1088.4478,-27744.0,-26564.0,-25672.0,-25192.0,-22992.0
36,68,-25602.6471,1026.5250,-27636.0,-26355.0,-25612.0,-25001.0,-22992.0
37,68,-25511.0588,992.5343,-27260.0,-26252.0,-25520.0,-24852.0,-22992.0
38,68,-25383.2353,976.9116,-27260.0,-26160.0,-25382.0,-24688.0,-22992.0
39,68,-25272.6471,1001.7700,-27036.0,-25834.0,-25372.0,-24663.0,-22412.0
40,68,-25199.7059,1005.1626,-27036.0,-25688.0,-25358.0,-24635.0,-22412.0
41,68,-25100.2941,996.4223,-26780.0,-25680.0,-25334.0,-24521.0,-22412.0
42,69,-24975.6522,1055.5859,-26772.0,-25604.0,-25192.0,-24460.0,-21560.0
43,70,-24914.5143,1105.1011,-26696.0,-25507.0,-25192.0,-24388.0,-21216.0
44,70,-24794.2286,1094.2747,-26696.0,-25463.0,-25066.0,-24388.0,-21216.0
45,70,-24680.8571,1132.1517,-26584.0,-25445.0,-25036.0,-24200.0,-21216.0
46,70,-24573.0286,1138.9768,-26584.0,-25387.0,-24874.0,-24032.0,-21216.0
47,70,-24466.8571,1175.5620,-26584.0,-25339.0,-24716.0,-23891.0,-21216.0
48,70,-24351.0286,1194.4205,-25984.0,-25264.0,-24666.0,-23807.0,-21216.0
49,70,-24263.7143,1226.8385,-25948.0,-25192.0,-24516.0,-23625.0,-21216.0
50,70,-24162.3429,1229.5927,-25840.0,-25192.0,-24426.0,-23472.0,-21216.0
51,70,-24056.0571,1248.2700,-25780.0,-25112.0,-24276.0,-23260.0,-21216.0
52,70,-23954.8571,1258.2935,-25780.0,-25075.0,-24080.0,-23226.0,-21216.0
53,70,-23877.8286,1220.2308,-25560.0,-25055.0,-24034.0,-23183.0,-21216.0
54,70,-23770.3429,1207.7738,-25560.0,-24646.0,-23816.0,-23128.0,-21216.0
55,70,-23683.8286,1183.4232,-25496.0,-24528.0,-23776.0,-23081.0,-21216.0
56,70,-23594.5143,1201.1629,-25496.0,-24525.0,-23716.0,-23056.0,-21216.0
57,70,-23500.8571,1208.6325,-25336.0,-24440.0,-23594.0,-22866.0,-20772.0
58,70,-23393.4857,1174.0621,-25336.0,-24201.0,-23584.0,-22728.0,-20772.0
59,70,-23307.8286,1215.7188,-25336.0,-24201.0,-23334.0,-22675.0,-20116.0
60,70,-23227.2000,1207.1206,-25336.0,-24150.0,-23216.0,-22465.0,-20116.0
61,71,-23157.6338,1269.5770,-26492.0,-24100.0,-23192.0,-22236.0,-20116.0
62,71,-23068.1127,1275.2822,-26492.0,-24086.0,-23192.0,-22100.0,-20116.0
63,71,-22972.1690,1269.5544,-26080.0,-24086.0,-23004.0,-21884.0,-20116.0
64,71,-22864.0563,1204.8473,-24860.0,-23974.0,-22976.0,-21738.0,-20116.0
65,71,-22756.5634,1192.4989,-24696.0,-23902.0,-22860.0,-21666.0,-19836.0
66,71,-22684.2817,1206.9824,-24684.0,-23870.0,-22860.0,-21638.0,-19836.0
67,71,-22580.7887,1186.3678,-24412.0,-23606.0,-22640.0,-21638.0,-19740.0
68,71,-22494.5352,1162.8729,-24272.0,-23480.0,-22572.0,-21578.0,-19740.0
69,71,-22391.8310,1190.8283,-24272.0,-23422.0,-22472.0,-21462.0,-19740.0
70,71,-22324.8451,1188.8578,-24272.0,-23356.0,-22348.0,-21438.0,-18964.0
71,72,-22157.6667,1296.9812,-24272.0,-23133.0,-22332.0,-21375.0,-18108.0
72,72,-22042.6667,1273.3686,-24272.0,-22803.0,-21932.0,-21308.0,-18108.0
73,72,-21952.9444,1260.3786,-24272.0,-22775.0,-21802.0,-21216.0,-18108.0
74,72,-21851.5556,1247.5538,-24272.0,-22677.0,-21778.0,-21216.0,-18108.0
75,72,-21752.2778,1251.2457,-24040.0,-22609.0,-21716.0,-21084.0,-18108.0
76,72,-21619.2778,1311.8389,-24040.0,-22554.0,-21672.0,-20833.0,-18072.0
77,72,-21510.5556,1278.2062,-23804.0,-22436.0,-21482.0,-20792.0,-18072.0
78,72,-21409.5556,1325.4895,-23760.0,-22383.0,-21466.0,-20792.0,-18072.0
79,73,-21244.2192,1447.3028,-23760.0,-22328.0,-21460.0,-20452.0,-16928.0
80,73,-21138.0274,1383.1263,-23760.0,-22228.0,-21328.0,-20428.0,-16928.0
81,73,-21016.7123,1424.5472,-23760.0,-22228.0,-21240.0,-20428.0,-16928.0
82,73,-20905.2055,1453.5128,-23328.0,-22048.0,-21084.0,-20404.0,-16928.0
83,73,-20796.6027,1442.9035,-23328.0,-21948.0,-20972.0,-20292.0,-16928.0
84,73,-20684.6027,1458.6133,-22640.0,-21808.0,-20916.0,-20180.0,-16928.0
85,74,-20527.8378,1583.9014,-22640.0,-21572.0,-20824.0,-19682.0,-15588.0
86,74,-20452.1081,1582.3671,-22628.0,-21572.0,-20808.0,-19417.0,-15588.0
87,74,-20371.2432,1593.1590,-22628.0,-21564.0,-20740.0,-19330.0,-15588.0
88,74,-20273.1892,1651.0615,-22548.0,-21550.0,-20662.0,-19330.0,-15588.0
89,74,-20174.3243,1679.3791,-22548.0,-21455.0,-20580.0,-18711.0,-15588.0
90,74,-20112.6486,1686.3312,-22416.0,-21417.0,-20580.0,-18631.0,-15588.0
91,74,-20027.8919,1710.8024,-22416.0,-21417.0,-20422.0,-18498.0,-15588.0
92,74,-19919.3514,1782.5390,-22416.0,-21364.0,-20400.0,-18423.0,-15588.0
93,74,-19801.1351,1817.9861,-22416.0,-21076.0,-20374.0,-18360.0,-15588.0
94,74,-19720.5405,1820.0819,-22416.0,-21025.0,-20296.0,-18360.0,-15588.0
95,74,-19622.4324,1822.9959,-22416.0,-20932.0,-20112.0,-18135.0,-15588.0
96,74,-19493.9459,1873.9551,-22416.0,-20896.0,-20106.0,-18010.0,-15320.0
97,74,-19387.2432,1876.0549,-22416.0,-20657.0,-19956.0,-17992.0,-15320.0
98,74,-19270.1622,1909.6442,-22304.0,-20624.0,-19762.0,-17731.0,-14944.0
99,74,-19163.2973,1925.0362,-22304.0,-20544.0,-19526.0,-17731.0,-14632.0
100,74,-19052.1081,1902.3840,-22060.0,-20544.0,-19202.0,-17671.0,-14632.0
101,74,-18965.2973,1926.4243,-22060.0,-20544.0,-19184.0,-17671.0,-14632.0
102,74,-18877.6216,1922.8113,-21960.0,-20508.0,-19012.0,-17371.0,-14632.0
103,74,-18788.9189,1937.1686,-21960.0,-20461.0,-18990.0,-17296.0,-14632.0
104,74,-18708.6486,1939.7109,-21960.0,-20368.0,-18918.0,-17296.0,-14632.0
105,75,-18554.5600,1946.7417,-21684.0,-20232.0,-18896.0,-16868.0,-14632.0
106,75,-18437.8667,1934.3663,-21684.0,-20144.0,-18504.0,-16784.0,-14632.0
107,75,-18330.0267,1930.7439,-21684.0,-20078.0,-18296.0,-16784.0,-14632.0
108,75,-18240.5867,1894.4777,-21308.0,-20044.0,-18296.0,-16784.0,-14632.0
109,75,-18159.5200,1898.7453,-21308.0,-20028.0,-18296.0,-16784.0,-14632.0
110,75,-18047.7867,1922.9723,-21308.0,-19984.0,-18028.0,-16446.0,-14632.0
111,75,-17946.1867,1932.5019,-21040.0,-19822.0,-18028.0,-15936.0,-14632.0
112,75,-17843.3067,1890.2050,-21016.0,-19440.0,-17996.0,-15936.0,-14632.0
113,75,-17737.6533,1875.5683,-20664.0,-19434.0,-17996.0,-15870.0,-14632.0
114,75,-17634.2400,1898.9055,-20664.0,-19140.0,-17852.0,-15714.0,-14632.0
115,75,-17534.5067,1898.7414,-20340.0,-19090.0,-17852.0,-15564.0,-14632.0
116,75,-17456.7467,1886.3474,-20340.0,-19012.0,-17620.0,-15564.0,-14632.0
