generation,count,mean,std,min,25%,50%,75%,max
1,40,3163.4750,83.2340,3038.0,3098.25,3168.5,3210.25,3337.0
2,41,3195.2439,195.8188,3038.0,3114.0,3174.0,3219.0,4312.0
3,41,3199.5854,194.0420,3038.0,3127.0,3174.0,3219.0,4312.0
4,41,3204.0244,194.5038,3038.0,3127.0,3175.0,3219.0,4312.0
5,41,3207.5122,193.2514,3038.0,3143.0,3175.0,3219.0,4312.0
6,41,3212.3171,192.2560,3038.0,3143.0,3198.0,3219.0,4312.0
7,41,3216.7317,190.2393,3038.0,3146.0,3198.0,3231.0,4312.0
8,41,3221.7073,189.6662,3038.0,3155.0,3204.0,3254.0,4312.0
9,41,3225.6098,188.3899,3038.0,3161.0,3207.0,3254.0,4312.0
10,41,3229.1951,187.3552,3038.0,3171.0,3208.0,3254.0,4312.0
11,41,3234.3171,186.1738,3038.0,3171.0,3208.0,3254.0,4312.0
12,41,3238.1951,184.6597,3038.0,3171.0,3208.0,3254.0,4312.0
13,41,3242.0244,183.9294,3038.0,3174.0,3208.0,3254.0,4312.0
14,42,3243.5714,182.5263,3038.0,3176.5,3210.0,3272.75,4312.0
15,42,3246.7857,180.3282,3063.0,3176.5,3213.0,3272.75,4312.0
16,42,3251.1667,179.5550,3063.0,3176.5,3219.5,3279.5,4312.0
17,42,3254.4286,178.6112,3063.0,3180.0,3219.5,3279.5,4312.0
18,42,3257.8095,178.0065,3063.0,3180.0,3229.5,3280.25,4312.0
19,42,3262.5238,177.2115,3063.0,3187.25,3244.0,3293.0,4312.0
20,42,3267.8095,176.2183,3063.0,3200.25,3249.0,3293.0,4312.0
21,42,3271.3571,176.4957,3063.0,3201.75,3251.0,3300.0,4312.0
22,42,3274.6905,175.6498,3070.0,3202.75,3254.0,3300.0,4312.0
23,42,3277.2381,175.4626,3070.0,3202.75,3257.5,3300.0,4312.0
24,42,3280.5238,175.3180,3070.0,3216.0,3259.5,3308.25,4312.0
25,42,3284.3810,173.4380,3102.0,3218.5,3260.0,3308.25,4312.0
26,42,3288.6667,173.2100,3102.0,3219.25,3264.5,3311.0,4312.0
27,42,3293.2857,172.3129,3133.0,3239.25,3264.5,3313.25,4312.0
28,42,3296.3810,170.7177,3175.0,3241.75,3264.5,3318.5,4312.0
29,42,3300.1190,169.7144,3175.0,3243.0,3264.5,3323.75,4312.0
30,42,3303.6190,169.6976,3175.0,3243.0,3268.0,3331.0,4312.0
31,42,3307.0476,168.5325,3175.0,3256.0,3272.5,3331.0,4312.0
32,42,3310.7381,167.4430,3176.0,3256.25,3275.5,3331.0,4312.0
33,42,3312.9762,166.8210,3176.0,3257.5,3275.5,3331.0,4312.0
34,42,3317.8810,166.8189,3176.0,3257.5,3291.0,3331.0,4312.0
35,42,3322.5952,166.3927,3191.0,3259.25,3297.0,3342.25,4312.0
36,43,3349.5349,222.2859,3195,3262.0,3300.0,3351.0,4312
37,43,3353.1628,221.3632,3213,3262.0,3306.0,3362.5,4312
38,43,3356.5581,221.2435,3217,3262.0,3306.0,3364.0,4312
39,43,3359.5581,220.7621,3217,3262.5,3310.0,3365.5,4312
40,43,3362.7442,220.8346,3217,3262.5,3315.0,3372.0,4312
