generation,count,mean,std,min,25%,50%,75%,max
1,400,61.6500,5.6260,39.0,58.0,62.0,65.0,79.0
2,401,62.5312,5.5973,50.0,58.0,62.0,66.0,94.0
3,401,63.2494,5.5541,53.0,59.0,63.0,66.0,94.0
4,401,64.0524,5.6089,54.0,60.0,64.0,67.0,94.0
5,401,64.7656,5.6542,55.0,60.0,64.0,68.0,94.0
6,401,65.4264,5.6511,55.0,62.0,64.0,68.0,94.0
7,401,66.1621,5.9039,57.0,62.0,65.0,69.0,94.0
8,401,66.8404,6.0823,57.0,63.0,65.0,70.0,94.0
9,405,67.5062,6.2357,60.0,63.0,66.0,71.0,94.0
10,405,68.1877,6.4780,60.0,63.0,67.0,71.0,94.0
11,406,68.8793,6.9785,60.0,64.0,67.0,72.0,94.0
12,406,69.6084,7.3530,62.0,64.0,67.0,73.0,94.0
13,407,70.3145,7.6654,62.0,64.0,67.0,73.0,94.0
14,407,71.0737,8.0979,62.0,65.0,69.0,73.0,94.0
15,407,71.6953,8.3734,63.0,65.0,70.0,75.5,94.0
16,407,72.3833,8.4949,63.0,66.0,70.0,77.0,94.0
17,407,73.0221,8.6615,63.0,66.0,70.0,78.0,94.0
18,407,73.7715,8.6934,63.0,67.0,70.0,79.0,94.0
19,407,74.5455,9.0490,64.0,67.0,71.0,79.0,94.0
20,408,75.1520,9.0934,64.0,67.0,73.0,86.0,94.0
21,409,75.7677,9.2369,64.0,68.0,73.0,88.0,94.0
22,409,76.4963,9.3271,65.0,69.0,73.0,88.0,94.0
23,409,77.2347,9.4061,65.0,70.0,74.0,88.0,94.0
24,409,77.9902,9.3526,65.0,70.0,75.0,88.0,94.0
25,409,78.7090,9.3445,65.0,70.0,77.0,88.0,94.0
26,409,79.4279,9.3963,66.0,70.0,77.0,88.0,94.0
27,409,80.1663,9.2790,66.0,70.0,79.0,88.0,94.0
28,410,80.8171,9.2122,67.0,72.0,79.0,88.0,94.0
29,410,81.6463,8.9612,67.0,73.0,82.0,88.0,94.0
30,410,82.4634,8.7751,67.0,73.0,84.0,88.0,94.0
31,410,83.1976,8.5397,69.0,74.25,86.0,88.75,94.0
32,410,83.9829,8.3536,69.0,77.0,88.0,92.0,94.0
33,411,84.6326,7.9810,70.0,78.0,88.0,94.0,94.0
34,412,85.3568,7.5304,70.0,79.0,88.0,94.0,94.0
35,413,86.0000,7.2104,55.0,80.0,88.0,94.0,94.0
36,413,86.7748,6.8280,55.0,81.0,88.0,94.0,94.0
37,413,87.5061,6.0798,55.0,83.0,88.0,94.0,94.0
38,413,88.1429,5.4897,61.0,86.0,88.0,94.0,94.0
39,413,88.7409,5.0731,65.0,87.0,88.0,94.0,94.0
40,413,89.4262,4.5971,69.0,88.0,89.0,94.0,94.0
41,413,90.0944,4.0360,79.0,88.0,90.0,94.0,94.0
42,413,90.7167,3.2901,80.0,88.0,91.0,94.0,94.0
43,414,91.2488,2.7270,86.0,88.0,92.0,94.0,95.0
44,414,91.7005,2.5846,88.0,88.0,92.0,94.0,95.0
45,415,92.1157,2.4937,88.0,90.0,94.0,94.0,95.0
46,415,92.5470,2.3707,88.0,91.0,94.0,94.0,95.0
47,418,92.9187,2.2200,88.0,92.0,94.0,94.0,95.0
48,418,93.3612,1.9032,88.0,92.0,94.0,95.0,95.0
49,419,93.8282,1.2956,88.0,94.0,94.0,95.0,95.0
50,420,94.1119,0.9889,92,94.0,94.0,95.0,95
