generation,count,mean,std,min,25%,50%,75%,max
1,400,61.8075,5.5296,39.0,58.0,62.0,66.0,79.0
2,400,62.7500,5.1238,51.0,59.0,63.0,66.0,79.0
3,400,63.6200,5.0779,52.0,60.0,63.0,66.0,82.0
4,401,64.4289,5.2212,53.0,60.0,64.0,67.0,82.0
5,401,65.1845,5.3573,56.0,62.0,65.0,67.0,83.0
6,401,66.0100,5.7210,58.0,62.0,65.0,68.0,84.0
7,401,66.7656,6.3608,58.0,62.0,66.0,69.0,86.0
8,401,67.5960,6.7913,59.0,63.0,66.0,70.0,87.0
9,401,68.3915,7.2235,59.0,63.0,66.0,70.0,87.0
10,401,69.0873,7.7502,60.0,64.0,67.0,70.0,87.0
11,401,69.8030,8.1847,60.0,64.0,67.0,73.0,87.0
12,401,70.5187,8.4033,60.0,65.0,67.0,77.0,87.0
13,401,71.2968,8.5020,61.0,65.0,67.0,78.0,88.0
14,402,72.0224,8.7715,62.0,65.0,68.0,79.0,88.0
15,402,72.7015,9.0264,62.0,66.0,68.0,81.0,88.0
16,402,73.4925,9.2419,62.0,66.0,68.0,85.75,88.0
17,402,74.1766,9.3724,63.0,66.0,68.0,86.0,88.0
18,404,74.7995,9.3973,64.0,67.0,69.5,87.0,88.0
19,404,75.5272,9.5177,64.0,67.0,70.0,87.0,88.0
20,405,76.2889,9.6697,65.0,67.0,70.0,87.0,88.0
21,405,76.9877,9.7164,65.0,67.0,78.0,87.0,88.0
22,405,77.6519,9.7683,65.0,67.0,81.0,87.0,88.0
23,405,78.3654,9.7027,65.0,67.0,84.0,88.0,88.0
24,405,79.0568,9.5557,65.0,68.0,87.0,88.0,88.0
25,405,79.7605,9.5251,65.0,68.0,87.0,88.0,88.0
26,405,80.4593,9.3754,66.0,68.0,87.0,88.0,88.0
27,405,81.1506,9.0960,66.0,69.0,87.0,88.0,89.0
28,405,81.8247,8.8528,66.0,71.0,87.0,88.0,89.0
29,405,82.4444,8.4117,67.0,75.0,87.0,88.0,89.0
30,405,83.1185,8.0112,67.0,80.0,88.0,88.0,89.0
31,405,83.8346,7.6795,67.0,87.0,88.0,88.0,89.0
32,405,84.5136,7.2013,67.0,87.0,88.0,88.0,89.0
33,405,85.1753,6.4797,67.0,87.0,88.0,88.0,89.0
34,405,85.8444,5.6158,67.0,87.0,88.0,88.0,89.0
35,405,86.5654,4.4028,67.0,87.0,88.0,88.0,89.0
36,405,87.2494,3.2088,68.0,88.0,88.0,89.0,89.0
37,406,87.7365,2.3907,61.0,88.0,88.0,89.0,89.0
38,407,88.1425,1.5116,61,88.0,88.0,89.0,89
