generation,count,mean,std,min,25%,50%,75%,max
1,500,248.0440,10.8876,217.0,241.0,248.0,256.0,282.0
2,500,249.1680,10.7385,219.0,242.0,249.0,257.0,283.0
3,500,250.3160,10.6176,226.0,243.0,250.0,258.0,285.0
4,500,251.4200,10.6306,228.0,244.0,252.0,259.0,286.0
5,500,252.5040,10.7483,229.0,244.0,253.0,260.0,288.0
6,500,253.5900,10.7762,233.0,245.0,253.0,261.0,291.0
7,501,254.6946,10.9300,234.0,246.0,254.0,261.0,291.0
8,501,255.7525,11.0737,236.0,248.0,255.0,262.0,291.0
9,501,256.8184,11.0729,240.0,249.0,256.0,262.0,291.0
10,501,257.8443,11.0154,242.0,251.0,257.0,263.0,291.0
11,501,258.6747,10.9902,242.0,252.0,257.0,264.0,291.0
12,501,259.7325,11.0309,242.0,253.0,259.0,264.0,291.0
13,501,260.8643,11.0973,243.0,254.0,260.0,265.0,296.0
14,503,261.7316,11.1105,242.0,254.0,260.0,266.0,296.0
15,504,262.6111,11.0793,229.0,255.0,261.0,267.0,296.0
16,504,263.5714,11.1160,248.0,255.0,261.0,267.25,300.0
17,505,264.5861,11.6026,248.0,256.0,262.0,269.0,305.0
18,506,265.5514,12.3756,250.0,256.0,262.0,269.0,307.0
19,506,266.5119,13.2829,252.0,256.0,263.0,270.0,312.0
20,506,267.5020,14.0184,252.0,257.0,263.0,272.75,317.0
21,506,268.4901,14.9186,252.0,257.0,263.0,275.0,317.0
22,506,269.5968,15.8164,252.0,257.0,264.0,278.0,318.0
23,506,270.6304,16.6681,253.0,259.0,264.0,280.5,318.0
24,507,271.5897,17.5758,248.0,260.0,265.0,283.0,319.0
25,507,272.7002,18.6512,253.0,260.0,265.0,283.0,320.0
26,508,273.6929,19.5199,237.0,260.0,265.0,283.0,322.0
27,508,274.8386,20.3711,247.0,260.0,265.5,283.0,322.0
28,508,275.8780,21.0339,254.0,260.0,266.0,284.0,322.0
29,508,277.0630,21.8974,254.0,261.0,267.0,286.0,322.0
30,508,278.1142,22.4735,254.0,261.0,269.0,288.25,323.0
31,508,279.2087,23.0006,254.0,262.0,270.0,290.0,323.0
32,508,280.3189,23.6083,254.0,262.0,270.0,295.25,323.0
33,509,281.3595,23.8992,254.0,263.0,270.0,306.0,323.0
34,509,282.3399,24.4138,255.0,263.0,271.0,311.0,323.0
35,509,283.3890,24.6635,255.0,263.0,271.0,315.0,323.0
36,509,284.4715,24.8240,256.0,263.0,274.0,320.0,323.0
37,509,285.4067,24.8402,256.0,264.0,277.0,320.0,323.0
38,510,286.3333,24.7996,254.0,264.0,280.5,320.75,323.0
39,510,287.2922,24.7462,256.0,264.25,282.0,321.0,323.0
40,510,288.3706,24.6791,256.0,265.0,283.0,321.0,323.0
41,510,289.4392,24.6955,256.0,265.0,285.0,321.0,323.0
42,510,290.5235,24.7036,256.0,265.0,286.0,321.0,323.0
43,510,291.4196,24.6287,257.0,266.0,287.0,321.0,323.0
44,510,292.4275,24.4543,259.0,267.0,289.0,321.0,323.0
45,510,293.4118,24.3585,260.0,267.0,291.0,322.0,323.0
46,510,294.4961,24.0628,260.0,269.25,293.0,322.0,323.0
47,510,295.5235,23.8146,260.0,270.0,296.0,322.0,323.0
48,510,296.5843,23.5167,260.0,270.0,296.5,322.0,323.0
49,511,297.5577,23.4370,247.0,270.0,302.0,322.0,323.0
50,511,298.6810,23.0784,260.0,280.5,308.0,322.0,323.0
51,511,299.6830,22.8012,260.0,281.0,310.0,322.0,323.0
52,511,300.6986,22.4278,261.0,281.0,311.0,322.5,323.0
53,511,301.7671,22.0181,261.0,282.0,311.0,323.0,323.0
54,512,302.7598,21.5480,262.0,283.0,311.0,323.0,323.0
55,512,303.8359,20.9817,262.0,284.0,312.0,323.0,323.0
56,512,304.9219,20.5408,264.0,289.0,313.0,323.0,323.0
57,512,305.8848,19.9866,265.0,290.0,313.0,323.0,323.0
58,512,306.9004,19.3594,265.0,292.0,318.0,323.0,323.0
59,513,307.9474,18.6667,249.0,295.0,321.0,323.0,323.0
60,513,308.9961,17.8856,249.0,295.0,322.0,323.0,323.0
61,513,310.1111,17.0906,265.0,297.0,322.0,323.0,323.0
62,513,311.1910,16.4175,266.0,300.0,322.0,323.0,323.0
63,513,312.2807,15.4768,267.0,301.0,322.0,323.0,324.0
64,513,313.3899,14.7431,267.0,308.0,322.0,323.0,325.0
65,513,314.5029,13.7693,267.0,311.0,322.0,323.0,325.0
66,514,315.4086,12.9869,263.0,311.0,323.0,323.0,325.0
67,515,316.3981,11.6857,268.0,313.0,323.0,323.0,325.0
68,515,317.4117,10.4439,270.0,314.0,323.0,323.0,325.0
69,515,318.3748,9.0604,284.0,320.0,323.0,323.0,325.0
70,515,319.3573,8.0233,294.0,322.0,323.0,323.0,325.0
71,516,320.2422,6.7982,297.0,322.0,323.0,323.0,325.0
72,516,321.2771,5.5399,297.0,322.0,323.0,323.0,325.0
73,516,322.2713,4.4443,297.0,322.0,323.0,324.0,325.0
74,516,322.9787,2.9543,301.0,323.0,323.0,325.0,325.0
75,518,323.3166,1.8773,311,323.0,323.0,325.0,325
